Foul,Post,
0,"22. ""Aakhir Pakistan jaisa aatanki desh Bharat mein Congress sarkar kyu chahta hai. Sabhi Bharatiyon vichar karein?""",
0,"1. ""Aims ki team ne Sushant ka postmortem karne wale doctors par uthaaye kai sawaal https://t.co/iOOvU4kqNW""",
0,#VALUE!,
0,"2. ""Safalta: Bharatiya khagolvidon ne ki sabse door sthit aakashgangaon mein se ek ki khoj #Space #StarGalaxies #astronomers @PMOIndia https://t.co/YHlt2Lw9hY""",
0,#VALUE!,
0,"3. ""#Coronavirus: Desh ki pahli mahila hriday rog visheshagya Dr. Padmavati ne 103 saal ki umr mein toda dam #drpadmawati #delhicoronaupdate @ArvindKejriwal https://t.co/XRyP8srKTO""",
0,#VALUE!,
0,"4. ""@Main_Amitabh @SanjayAzadSln @ArvindKejriwal Ye Delhi jalane wale aatankwadi hai, isko to pagal kutte ki tarah dauda dauda kar peetna chahiye.""",
0,#VALUE!,
0,"5. ""Bharat Ratn, mridubhashi, vikhyaat arthshaastri evam rajnaitigya purv rashtrapati Shri Pranav Mukherjee ke nidhan ke samaachar se gehra dukh pahuncha hai. Unse jitni baar bhi mila kuch naya seekhne ko mila. Neeti nirmaan ke purodha ko hum sab ki or se bhaari hriday se shradhanjali. #PranabMukherjee https://t.co/R68iFWjcYd""",
0,"- ""Bharat Ratn, mridubhashi, vikhyaat arthshaastri evam rajnaitigya purv rashtrapati Shri Pranav Mukherjee ke nidhan ke samaachar se gehra dukh pahuncha hai. Unse jitni baar bhi mila kuch naya seekhne ko mila. Neeti nirmaan ke purodha ko hum sab ki or se bhaari hriday se shradhanjali. #PranabMukherjee https://t.co/R68iFWjcYd""",
0,"6. ""Sadhana pehli baar 1955 mein aai Raj Kapoor ki film 'Shree 420' mein nazar aai thi #Bollywood #SadhanaShivdasani https://t.co/smUROhgkKX""",
0,#VALUE!,
0,"7. ""PoK mein bana kothe waali ka bunker todkar police ne bahaduri ka kaam kiya. Yes/no""",
0,#VALUE!,
0,"8. ""Delhi desh ka pehla rajya jahaan recovery rate 90% @ArvindKejriwal https://t.co/ki7m07aZao""",
0,#VALUE!,
0,"9. ""@ebhari @TarekFatah @TandonRaveena @asadowaisi Tere se kisne kaha Owaisi ji 72 saal ke hai sala gobar pehle gyan bada. """,
0,#VALUE!,
0,"10. ""DPS ne chalu kar diya desh sahayog... ₹400 mein har chatra ko yeh mask lena padega sochiye loot ki had kar di in kamino ne badiya se badiya n95 mask bhi ₹100 ya 150 tak milta hai in private schools ko school na keh ke manavta ka kasaikhana ghoshit karna chahiye. Kya sarkar ki zimmedari nahi banti... inke khilaaf action lena?""",
0,"- ""DPS ne chalu kar diya desh sahayog... ₹400 mein har chatra ko yeh mask lena padega sochiye loot ki had kar di in kamino ne badiya se badiya n95 mask bhi ₹100 ya 150 tak milta hai in private schools ko school na keh ke manavta ka kasaikhana ghoshit karna chahiye. Kya sarkar ki zimmedari nahi banti... inke khilaaf action lena?""",
0,"11. ""IGNOU: Final year/semester ke liye term end pariksha ki taarikh jaari, 17 September se shuru hogi pariksha, is saal kareeb 3 lakh students honge pariksha mein shaamil https://t.co/8TG8taDRt1 @OfficialIGNOU""",
0,#VALUE!,
0,"12. ""Jab khud pariksha dene ki baari aayi to corona yaad aa gaya huzoor! Kyun? Ab aapse koi sawaal bhi na kare?""",
0,"- ""Jab khud pariksha dene ki baari aay",
0,"i to corona yaad aa gaya huzoor! Kyun? Ab aapse koi sawaal bhi na kare?""",
0,"13. ""Article 370 aur 35A ke hatne ke baad Pakistan ke Sindh prant mein rally nikali. Sindh ko Pakistan se alag karne ke liye. Jiye Sindh Nehru ke paap ki saza bhugat raha Sindhu.""",
0,#VALUE!,
1,"14. ""@SanjayAzadSln @drharshvardhan @DrJitendraSingh Subah uthte hi pehla tweet gadhe ka dekha. Saala mood off ho gaya.""",
1,#VALUE!,
0,"15. ""Apni sehat ka khyaal kiye bina aap raat din 24 ghante janta ki seva mein lage rahe. Apna khyaal rakhein aur jald swasth ho.""",
0,#VALUE!,
0,"16. ""#LAC par Bharat aur China ke tank amne samne hain. #IndiaChinaFaceoff https://t.co/jVx5mreufr""",
0,#VALUE!,
0,"17. ""NCRB ke ankaadon ke anusar Bharat mein 2019 mein har din aausatan 381 logon ne atmahatya ki https://t.co/HpII5pSjBl""",
0,#VALUE!,
0,"18. ""Jab poora Delhi durghatnagrasht ho jayegi, to kya aap tab milenge? Kya aap iska aanand le rahe hain? Commissioner aur DCP ka jawab nahi de rahe hain aur woh milne ke liye taiyar nahi hain. Har kisi ko maar denge, jinhonne aapko vote nahi diya. Hamein abhi unse milne dein. Yeh ab ek mazaak ban gaya hai. Delhi jal rahi hai. Kya aapko is wajah se charge diya gaya hai? Kya aapko lagta hai ki hum pagal hain?""",
0,"- ""Jab poora Delhi durghatnagrasht ho jayegi, to kya aap tab milenge? Kya aap iska aanand le rahe hain? Commissioner aur DCP ka jawab nahi de rahe hain aur woh milne ke liye taiyar nahi hain. Har kisi ko maar denge, jinhonne aapko vote nahi diya. Hamein abhi unse milne dein. Yeh ab ek mazaak ban gaya hai. Delhi jal rahi hai. Kya aapko is wajah se charge diya gaya hai? Kya aapko lagta hai ki hum pagal hain?""",
0,"19. ""RT @SandeepVishwa_: Pareshaan mat hoiye, mandi agar khud khatam nahi hui to uska naam badal kar 'bulandi' kar diya jaayega, andhbhakti kaal mein kuch bhi sambhav hai.""",
0,#VALUE!,
0,"20. ""Bhayio behno, Tum mere girne ki behad si had to dekho! Hum roti ko bhi prachar ka sadhan bana lenge!!""",
0,#VALUE!,
0,"21. ""@Manojsh20013276 Mujhe dharm mein kamiyaan nazar aati hai wahin bol deti hoon yahi kami hai mujhmein isiliye aapko Hindu Muslim nazar aane laga hai.""",
0,#VALUE!,
0,"22. ""Darasal ye jo laashon ka dheer aap dekh rahe hain, yeh China dwara chhupayi gayi laashen hain jo usne corona sankramit hone ke baad hui maut ke ch",
0,"13. ""Kabaddi khiladi ki Batala mein hatya, 5 pulisakarmi sahit ek vyakti giraftar.""",
0,"14. ""Mukhyamantri Shri @myogiadityanath ji ne dairy sector ki apaar sambhavnayon ko dekhte huye is sector ke vistar ke liye adhik se adhik dudh samitiyon ka gathan karne aur unhein swavalambi banane ke liye nirdeshit kiya hai: ACS, Grah aur Suchana, Shri @AwasthiAwanishK ji""",
0,"15. ""Arthvyavastha ka ubharna mushkil, shunya se 10.9% neeche rahegi 2020-21 mein vikas dar #IndianEconomy @FinMinIndia @RBI @nsitharaman #GDP""",
0,"16. ""Ab Bharatiya bandargahon par nahi chalenge Chinese tugboats, sirf Bharat mein bane hi kaam kar payenge""",
0,"17. ""Dhikkar hai us insaan par jinka hriday na kaapa ho sadhuon ki hatya dekhkar!!! Naam toh nahi bhule ho na!!! Bhoolna nahi hai!!!""",
0,"18. ""Kendra ne Supreme Court se kaha, bank loan mein chhoot do saal tak ke liye badh sakti hai- Aaj ki badi khabarein.""",
0,"19. ""Justice H.R. Khanna ke faisale ne badal diya tha Keshavanand Bharti case ka rukh. Kya hua tha, padhe meri poore khabar. @JagranNews""",
0,"20. ""Rohatas: Indrapuri mein kareeb dhai karod rupaye ki laagat se ban raha Eco Park, jald poora ho jayega kaam.""",
0,"21. ""Dawa bhejne par America ke chatron ne Bharat ke samman mein yah video banaya hai. 'Lagegi aag toh aayenge ghar kai jat mein, yahan pe sirf hamara makaan thodi hai, Delhi, Bangalore, America Sweden ke baad dekho kya-kya jalta hai, nishane pe akela Hindu thodi hai. Jai Jai Shree Ram! 💐🚩""",
0,"22. ""Kangana ko Griha Mantralaya ne 'Y Plus' category ki suraksha muhaiya karayi.""",
0,"23. ""Pitru Paksh mein kya karein aur kya na karein! #PitruPaksh #Sprituality""",
0,"24. ""Congress ka arth Sonia aur Rahul Gandhi nahi, balki desh bhar mein phaile hazaron Congressi neta aur karyakarta hain. #congress #SoniaGandhi #RahulGandhi @DrAKVerma9""",
0,"25. ""Maharashtra Vidhansabha ka do-divasiya Monsoon session aaj se Mumbai mein shuru hua. Is dauran #COVID19 se sambandhit disha-nirdeshon ka kadai se palan kiya gaya.""",
0,"Moto G9 Plus ke specifications online leak, kimat bhi aayi saamne https://t.co/GyiiLn3ehf",
0,"Samaajwadi Party ke sansad Azam Khan ne badi baat kahi, unhone kaha ki vah jalsamadhi le lenge yadi unhe Ram Mandir ke bhumi pujan mein nahi bulaya gaya. Ramapur Lok Sabha seat se sansad Azam Khan ne kaha hai ki vah Bhagwan Ram ke bhakt hain. Unhone mandir nirmaan andolan mein bhi mahatvapurna bhoomika nibhai hai. Agar unhe bhumi pujan samaroh ke liye amantrit nahi kiya jata hai, to vah usi din Sarayu nadi mein jal-samadhi le lenge. Azam Khan ne kaha, Bhagwan Ram aur Lakshman ne bhi Sarayu nadi mein jal-samadhi li thi. Aur agar nahi bulaya gaya to main isi nadi mein jal-samadhi le loonga.""",
0,"Mask lagate-lagate naak chapati hoti ja rahi hai, kaan bahar nikal rahe hain. Iska khamiyaza kahi agli pidhi ko na bhugatna pade..!! 😂😂😂",
0,America ke Videsh Up Mantri Stephen Biegun ne kaha ki unka desh Bharat ko aisi vishwa shakti banane mein sahayata dene ko tatpar hai jo vishwa ki sampurn suraksha mein sahayogi hogi.,
0,"Republic Bharat ki poori team Mumbai mein, ground zero se insaaf ki sabse badi ladai #LIVE - https://t.co/G945HvzM0Z YouTube live TV: https://t.co/P8bk9R5TiX https://t.co/nI1LTPIvuI",
0,"#News18Bulletin -Raat 12 baje Mathura jail se riha hue doctor Kafeel, saade saath mahine se the jail mein -Ravishankar Prasad ne Jakarberg ko likha patra, kaha- Facebook karmi PM aur mantriyon ko keh rahe apshabd. Yahan padhiye desh-duniya ki 10 badi surkhiyan https://t.co/e1aJw2qLva",
0,"#NTAJEEMain2020: JEE Main exam aaj se, in nirdeshon aur standard operating procedures ka dhyaan rakhein.",
0,@BBCHindi Khali bologe ya zameen par utar kar kuch karenge jab tak zameen par utar kar kuch nahi karenge bolne se koi faayda nahi. Aap log to koshish karo ki zameen par utre bahut chintajanak Bharat ki haalat Syria Libya Turkey se bhi bura hota hai. Logon ko janwar ki tarah maar di jaati hai.,
0,"Ye sabhi gaddar Pakistani, dahshatvaadi aur Bangladesh ke refugees hain, jo Bharat mein aakar hazaron ki sankhya mein ye roop dharan kiye hain.",
,,
0,"1. ""DDMA ki baithak aaj, Delhi mein Unlock-4 ki guidelines aur metro parichalan hoga mukhya agenda."" - DDMA's meeting today, Unlock-4 guidelines and metro operations will be the main agenda.",
0,"2. ""RT @ProfNoorul: Suraksha milni chahiye Sanjeev Bhatt jaise officer ko, jinko jail mein daal diya gaya hai. Afsos ki suraksha na chane aur comedy karne walon..."" - RT @ProfNoorul: Security should be provided to officers like Sanjeev Bhatt, who have been put in jail. It's unfortunate that security is not provided to those who make jokes and...",
1,"3. ""Miyan Azam Khan aapne bola tha na madraso mein godse paida nahi hote aur humne bhi kaha tha na miyan madraso mein godse nahi rapist paida hote hain ye lo rapisto ka chota sa source. Madrase mein yaun shoshan, Maulvi girftaar, 52 chatraayen chhudai gayi."" - Miyan Azam Khan, you said that Godse is not born in madrasas, and we also said that, Miyan, in madrasas, Godse is not born, rapists are. Here's a small source of rapists. Sexual assault in madrasas, Maulvi arrested, 52 students molested.",
0,"4. ""Shikshak Diwas par Meerut ki teacher ko milega rajya puraskar, primary school ki badli dasha aur disha. #TeachersDay #Meerut"" - On Teacher's Day, Meerut's teacher will be honored with a state award, changing the condition and direction of the primary school.",
0,"5. ""Samvidhan ke asthayi anuchhed 370 ke aadhar par Jammu-Kashmir ka prithak kanoon bana hai, vah ekikaran ke raaste mein badha hai. Isne Jammu-Kashmir aur shesh Bharat ke logon ke beech ek manovigyanik rukavat paida kar rakhi hai."" - On the basis of the temporary Article 370 of the Constitution, a separate law for Jammu and Kashmir has been created, which is an obstacle in the path of integration. It has created a psychological barrier between the people of Jammu and Kashmir and the rest of India. - January 15, 1966, Bharatiya Jan Sangh Central Executive Committee #OneYearOfNoArticle370",
1,"6. ""Umar Khalid ka bhai hai Anurag Kashyap! Umar Khalid ke jail jaane par dogla Anurag Kashyap bahut bilbila raha tha... Ab usi kamine par ek abhinetri ne balatkar ka aarop lagaya hai? Ab ye bhi apne bhai Khalid ke paas jail jayega... Ye vampanthi gunde, dangai, balatkari, aatanki, deshdrohi, sab bhai-bhai hi hain."" - Umar Khalid's brother is Anurag Kashyap! When Umar Khalid went to jail, double-faced Anurag Kashyap was making a lot of noise... Now, an actress has accused the same scoundrel of rape? Now, he will also go to jail with his brother Khalid... These leftist goons, rioters, rapists, terrorists, traitors, are all brothers.",
0,"7. ""Suno be lapadzandison... Janta ki awaz aur khareedi gayi awaaz mein bada antar hota hai... Tere jaise moorkh nahi hain SSC aur Railway exam ki taiyari karne wale ki trend mein railway ki galat spelling likhenge... Desh ke bhavishya ko apni moorkhata mein na khincho aur abhyarthi bhi in jais",
0,"e namoonon se door rahein..."" - Listen, idiots... There is a big difference between the voice of the people and the voice bought. Morons like you, who are preparing for SSC and Railway exams, will not write the wrong spelling of the railway in the trend... Don't drag the future of the country into your stupidity, and aspirants should stay away from examples like these.",
0,"8. ""1. Agar aap bimar hain to aur apne kitanuon ko charon or failana nahi chahte hain to rangeen side ko bahar karke pehne, 2. Jab aap bimar nahi hain aur aap kitanuon ko andar aane se rokna chahte hain, to safed side (yeh filter part hai) ko bahar karke pehne."" - 1. If you are sick and do not want to spread your germs, wear the colored side outside, 2. When you are not sick and want to prevent germs from entering, wear the white side (the filter part) outside.",
0,"9. ""International T20 mukabalon mein Warner aath saal mein pehli baar zero par out hue. Is dauran unhone 45 pariyan kheli aur hamesha khata khola. England ke khilaaf zero par out hone se pehle ve aakhiri baar March 2012 mein zero par out hue the."" - In international T20 matches, Warner got out for zero for the first time in eight years. During this time, he played 45 innings and always opened his account. The last time he got out for zero was against England in March 2012.",
1,"10. ""@msisodia Abey kamine, Rajya Sabha mein is tarah ke kaam ko Gundagardi kehte hain. Isko hum bhoolne wale nahi hain, yaad rakhenge."" - @msisodia Hey, scoundrel, such actions in the Rajya Sabha are called hooliganism. We won't forget this; we'll remember it.",
0,"11. ""Khyamantri Mamata Banerjee ne meeting mein apne minister aur vidhayak ko Vande Mataram bolne se mana kiya. Pashchim Bengal ki mukhyamantri Mamata Banerjee ne meeting mein apne minister aur vidhayak ko Vande Mataram bolne se mana kiya. Natije mein deshbhakt minister vidhayak ne mukhyamantri aavaas mein jo tandav machaya woh dekhne layak hai."" - Chief Minister Mamata Banerjee of West Bengal has forbidden her ministers and MLAs from saying Vande Mataram in the meeting. In the end, the patriotic minister and MLA who created a ruckus in the Chief Minister's residence is worth watching.",
0,"12. ""7 September, 20 se metro rail ko charanbaddh tareeke se chalaya jayega. 21 September, 2020 se samast samajik, akademic, khel, manoranjan, sanskritik, dharmik,",
0,"rajneetik karyakramon evam anya samoohik gatividhiyon ko (adhikatam 100 vyakti) shuru karne ki anumati hogi: ACS, Grih evam Suchna, Shri @AwasthiAwanishK ji"" - Metro rail will be operated in a phased manner from September 7, 20. From September 21, 2020, permission will be granted to start all social, academic, sports, entertainment, cultural, religious, political programs, and other group activities (maximum 100 people): ACS, Home and Information, Shri @AwasthiAwanishK ji.",
0,"13. ""Cheeni Videsh Mantralaya ka dava - Cheen ne kabhi bhi LAC ko nahi kiya cross. #IndiaChinaFaceOff"" - Claim by the Chinese Foreign Ministry - China has never crossed the LAC. #IndiaChinaFaceOff",
0,"14. ""@DR_Ambedkarji Abey rahega kya hum log Bhim Jai Bhim ke virodhi nahi hai samjhe Jai Bhim bolo lekin hamesha chaubis ghanta Jai Bhim bologe aur andar se jo BJP se sangathan rakhoge saala do tarah ki rajneeti karoge tum log jo hai tumhare Rajya Sabha sansad upasthit nahi hote hain sabha ke andar jab bill paas hota hai kis...""",
0,#NAME?,
0,"15. ""Thaali mein anaaj nahi to bam-bundook dikhane laga China, jaaniye kyun pad gaye khane ke laale. #Ladakh #IndiaChinaBorderTension #India #China"" - If there's no grain in the plate, China has started showing bombs and guns. Find out why food has turned red. #Ladakh #IndiaChinaBorderTension #India #China",
0,"16. ""Jo bina samachar patron ke prachar kar rahe hain ji, 'Sarkari hain to darrne ki koi baat nahi.' Doosron ko bhi bulwakar kar batayenge."" - Those who are promoting without newspapers, ""Being in the government, there is nothing to fear."" Will call others and tell them as well.",
0,"17. ""Loni, Ashok Vihar abhi Delhi dange ke kuch hi din beete #ArvindKejriwal ke Delhi mein khule aam di ja rahi hai jaan se maarna ki dhamki! Aapke mantri UP mein nigah gadaaye baithe hain, Delhi bhi ab Bengal ke raaste par chal pada hai kaha ho kaafiron dekho Delhi ki haalat Kejri sarkar ne haath khade kar diye hai."" - Loni, Ashok Vihar, just a few days after the Delhi riots, life is being openly threatened in Delhi by #ArvindKejriwal! Your ministers are eyeing UP, and Delhi is now following the path of Bengal. Where are you, infidels? Look at the situation in Delhi; Kejriwal's government has made things worse.",
0,"18. ""Modi tere raj mein ab to nashe TV pe maange jaate hain 😂😂 @RaviKishan21 Vo buddhi kamini hai yaar ।।।।"" - In Modi's rule, now even demands for drugs are made on TV 😂😂 @RaviKishan21 That old lady is cunning, man.",
0,"19. ""#Karnataka | Istifa confirm karwa kar Mumbai lautte baagi vidhayak, Vidhansabha mein maujood rehne ke liye Congress ne jaari kiya whip. Padhein khabar - https://t.co/obQt86aR4P"" - ""#Karnataka | Confirming resignation and returning to Mumbai, the rebellious MLA, to stay present in the assembly, Congress issued a whip. Read the news - https://t.co/obQt86aR4P""",
0,"20. ""Muthbhed ke baad Babbar Khalsa International ke do aatanki giriftar #Delhi https://t.co/KcnZN2jIka"" - Two terrorists from Babbar Khalsa International arrested after a clash #Delhi",
0,"21. ""Pradhanmantri Narendra Modi ne Nai Shiksha Neeti ki sarahna karte hue kaha ki yah sabhi purani shiksha neetiyon ka behtar vikalp hogi. PM ne kaha ki Nai Shiksha Neeti Bharatiya yuvao ko nai chunautiyon ka samna karne ke liye taiyar karegi aur rojgar aur naukriyon ke naye avasar bhi paida karegi. #NEP2020 https://t.co/0UKZaVKKFB"" - Prime Minister Narendra Modi, praising the New Education Policy, said that it will be a better alternative to all old education policies. The New Education Policy will prepare Indian youth to face new challenges and create new opportunities for employment and jobs. #NEP2020",
0,"22. ""@Dr_Uditraj Bade bhaiya video mein awaaz nahi aa rahi hai, yeh manuvadi apni taakat dikharahe hain. Awaaz rok kar."" - @Dr_Uditraj Big brother, the voice is not coming in the video; these casteists are showing their strength by muting the voice.",
,,
0,@SanjayAzadSln o bhaiya bina sar pooch ke baat mat liya karo. Aaju baju chullu bhar paani hai toh doob maro. Jab koi bill aata hai saala kala hi hota hai tumhare hisaab se. Aur haan tumhare dallon ko paisa milna band ho jaayega tabhi bhadke huye hain.,
0,Puducherry University ke Bharatiya chatr ne COVID-19 ka gharelu upchar khoj liya. Jise WHO ne pehli baar mein hi svikriti pradaan kar di hai.,
0,@tinker_reena kripaya apne janpad ke cyber cell mein shikayat darj karayein,
0,Rafale khareeda toh gaaje baaje ke saath swagat hua. Tamam sarkari sampatti bik rahi hai toh uska kya jaana chahiye?,
1,"Brahmanon itna ghinona, nichkut, kameena, soor ki aulad aur jaativadi is desh mein na aur koi hua hai aur na aage koi hoga.",
0,"Ab Gujarat ki ek masjid mein hathiyaaron ka jakhira mila....in shantidooton dwara kuch to sajishrachi ja rahi hai, Bharat ki suraksha agencies ko satark rehna hoga pratek masjid-madraso ki gehna jaanch ki zarurat hai!",
0,"Kangana par Uddhav se 'panga'? Dekhiye #Dangal, @SardanaRohit ke saath। #ATLivestream #KanganaRanaut https://t.co/QbHtU7dQBS",
0,"Corona cases badhne ke liye Tablighi Jamaat ko jimmedar thaharane wali godi media, kya ab BJP ko Bharatiya Jamaat Party kahengi?",
0,GDP mein giravat aur corona maamlo mein vridhi par Anurag Kashyap ne kaha - 'Kahani ghar ghar ki...' | #GDP https://t.co/30YoCluUvY,
0,"Covid center Jaxad mein mareez vaale room mein raat bhar baitha raha kobra saap lekin koi karmachari nahi aaya. @Crime_AAJTAK_ @ZeeNews @SudarshanNewsTV https://t.co/yl35Ny7xT1""",
1,@srinivasiyc @RahulGandhi abe bhadwe dalal Arvind Kejriwal apne paltoo kutton ko samjha kar rak,
0,"1. Is ghatna ki prarambhik jaanch se pata chalta hai ki is mahine ki 24 (July) tarikh ko ek vajrapaat hua tha, jis doran bijli girne se moorti khatigrast ho gayi thi.",
0,"2. ""Telangana ke naye sachivalay mein dikhge 'Ganga Jamuni Tehzeeb', ek saath honge mandir, masjid, aur church - https://t.co/5DmpEFw0rE""",
1,"3. Jis besharm director ke film ki heroine khud bed cycle par rakh kar ganne ke khet mein rangreliyan manane jati hai vo director vastavik jeevan mein har stri ko kutiya hi samjhega, aur khud to vo kutta hai hi. Buddhijivi kutta! @anuragkashyap72",
0,4. Pradhanmantri Dhan Laxmi Yojana ke tahat mahilaon ko bina byaaj ke 5 lakh tak ka loan diya jayega.,
0,5. Bihar chunav: Jeetan Ram Manjhi ko Nitish Kumar is 'Game Plan' ki wajah se apne saath laye? https://t.co/CUSZBHwMdP,
0,"6. ""Kangana ke bare mein dekhe kya bole Sanjay Raut #Video #KanganaRanaut https://t.co/gQzuxx2orh""",
0,"7. Ye photo Gujarat ka bataya ja raha hai. Inko bhool jao aur Jamati mein fase raho. Isko kehte hain rajneeti. Asli mudde se nazar hatana aur dharm, jatipath mein uljha dena. Haye re hamare Bharatwasiyon.",
0,"8. ""BJP vidhayak Anil Upadhyay ne police wale ko pit rahe hain... Modi ji kehte hain desh ko jhukne nahin dunga... Border par atanki jawano ko ek-ek kar mar rahe hain aur desh ke andar BJP ke numainde police walon aur aam janta ko mar rahe... Wah re acche din.""",
0,"9. Hum kehte the na.... Police ke jawan bhi Samvidhan bachane ke liye hamare saath hain, siwaye RSS atankiyon ke.",
0,"10. ""@PankajR49818688: Ji haan, poora vishwa ab jahil, jehadi Islam ke khilaf ekjut ho raha hai aur sabak sikhane ko taiyar ho raha hai. #Islam_Mukt_Bharat""",
0,"11. ""#JeevanSamvad: Agar khud ko janna ho, to logon ki aankhon mein chhavi ka moh chhodna padega. Doosre ki or dekhna band karna hoga. Doosre ke chashme se swayam ko kabhi nahin samjha ja sakta. Man apne prakash se alokit hona chahiye. #JeevanSanvaad - @DayashankarMi https://t.co/Ba2Z6OCdh3 https://t.co/eOF7wJ9AHk""",
0,"12. ""Delhi High Court mein hue bomb visphot ki aaj 9vi barsi hai. Mare gaye logon ke parijanon ki 9 saal baad bhi arthik halat kharab. Aajtak sanvaaddata @twtpoonam ki report #ReporterDiary #Delhi #DelhiHighCourt""",
0,"13. Petrol Diesel Price: Aaj nahin hui aafat ki barish, jaane apne shehar ke daam https://t.co/xBJ1wMjmgg via @NavbharatTimes",
0,"14. ""@SaritaNegi19 CAA ke samay bhi special rally karke logon ko sambodhit karke PM ne spasht kiya tha. Ab bhi virtual rally ke jariye samjhaya gaya hai, kal 5 mantriyon ki press conference bhi hui usme bhi samjhaya gaya par saale chamchon ki amma sirf ek baat par jor deti hai sadak par niklo.""",
1,"15. ""@KanganaTeam Kutte ko ghee hazam nahi hota aur tum to is nachaniya ko izzat de baithe, isko rajneeti mein jahan pahunchana tha pahunch gayi. Lekin aatankwadi to kisan hue na. Yeh sarkar ki hi pravakta samajh lo. Ab wo Hindutva wale apna dharm nibhate raho isnai to thare bap dade bhi #Aatankwadi bana diye.""",
,,
0,"#SushantWasMurdered | DRDO Guest House pahunchin Sushant ki behen Meetu, CBI darj karegi bayan""",
0,Sabhi ko saubhagya ke parv Hartaalika Teej ki badhai.,
0,Here are the Hinglish versions of the provided Hindi text:,
0,"1. ""Shikshak Diwas ke uplakshya mein Bhiwani mein 51 shikshakon ko sammanit kiya @cmohry @DiprHaryana @diprobhiwani @Bhiwani_DC @chkanwarpal",
0,"Dekhiye pradesh se judi khabron ka lekha-jokha, rozana shaam 6:30 baje sirf Doordarshan Hisar par",
0,"https://t.co/6voxwZRt7D https://t.co/aRm6FG9Z6Y""",
0,"2. ""Sushant case mein Shruti Modi ka CBI ke samne khulaasa 'Rhea dekhti thi Sushant ka finance, wahi deti thi dawaiyan' #SushantSinghRajputDeathCase",
,,
0,"3. ""France ki magazine 'Charlie Hebdo' ab vah cartoon phir se chhapne ka elaan kiya...kal Sweden aur Norway ke TV channels par bahas ke dauran kai pratibhagiyo ne kudan ko phaad daala aur ek to Quran ke panne chhaba chhaba kar kha gaya...?",
1,"Yaani bahut jald Pashchim desh jo Kashmir par Bharat ko gyaan pel rahe the...""",
0,"4. ""Teen mahine pahle Narendra Modi ne jis pul ka uddghatan kiya tha, vo gir gaya""",
1,"5. ""Sune hain ki Karan Johar gay hain... Gay ka matlab hota hai prakritik roop se defective piece! Ab jaisa Ishwar ne use banaya hai madarchod waisi hi film banayega...",
0,"Usko Gadar ne mein apna samay na barbaad karen!""",
0,"6. ""Bharat ne ‘Bharat-Pakistan Prashna’ ke tahat Jammu Kashmir ke mudde ko Suraksha Parishad ke agenda se hamesha ke liye hatane ki appeal ki hai",
0,"https://t.co/OpIEOgVhli""",
0,"7. ""RT @Kavita_Meena01: Nijikaran aur Sarkari me farq samjhiye.",
0,Sarkari 👉 Ladka kunwara tha gharwalo ki sunta tha,
0,"Nijikaran 👉 Shadi ho gayi ab sirf bibi ki sun…""",
0,"8. ""Pakistan ke bowlers ki baat karein to Shahin Shah Afridi ne lagbhag 14 run per over lutaye to Mohammad Amir ke do overs mein 25 run bane. Aise haal mein teesre match mein Yuva Naseem Shah ko mauka milne ki ummeed jatai ja sakti hai.",
0,"10. ""Hum kehte the na.... Police ke jawan bhi samvidhan bachane ke liye hamare saath hain, sivaye RSS aatankiyon ke.",
0,"11. ""Chhah parties ne ek baar phir 4 August 2019 ki 'Gupkar Ghoshna' ke prati apni pratibaddhata ki tasdeek ki #JammuAndKashmir #Article370 https://t.co/BUwPttYoAe""",
0,"12. ""Tulsi peene se coronavirus ko roka ja sakta hai, WHO ne suchna jaari ki hai",
0,"Wo kehti hai,",
0,"Wo kehti hai, kuch bhi,",
0,"Magar sunne ka nahi.'""",
0,"13. ""Kuch milti-julti rajneeti karte ho tum tumhara kuch nahi ho sakta vah kehte hain na kya kehte hain vahi kehte hain ki ab nikal lo time poora ho gaya rasauli mein kaun tha laal topi waala tha agar vah apne sir par cooker rakh kar khada tha usko pata hi nahi tha ki gas laal hoti hai to khana banta hai""",
0,"14. ""Muzaffarpur: Prashikshu mahila SI ne lagaya chauki parisar mein pratadna ka aarop, jaanch shuru #Bihar #Muzaffarpur #BiharPolice",
0,,
0,"15. ""China ki chaalbaaziyan ab nahi aa rahi kaam, Bharat ke saamne kai morche par nakam #IndiaChinaFaceOff",
0,,
0,"16. ""Pradhanmantri Narendra Modi ne desh se kuposhan ko samapt karne se sambandhit jagrukta paida karne ke liye sabhi ki bhagidaari ke liye samnvit prayason ki avashyakta batayi hai. Pradhanmantri ne kaha ki isse nari shakti aur yuva shakti ko bal milega.",
0,"#PoshanAbhiyaan #PoshanMaah https://t.co/LihyedXY2y""",
0,"17. ""BJP sadasya Rita Bahuguna Joshi corona positive, aspatal mein karaya gaya bharti",
0,,
0,"18. ""Pran, Ajit, Kadar Khan, Amrish Puri, Prem Chopra, Amjad Khan, and Ranjeet, jaise mashhoor filmi villains se pehle filmi duniya par K.N. Singh ka hi sikka chalta tha, aur unke samay bhi.",
0,,
0,,
