Foul,Post
1,These lame bitches don't have a fighting chance....!
1,"Never take a bitch where you stay 

Never keep work where you lay"
1,RT @saraschaefer1: Can you get eye cancer from reading too many Michael Douglas pussy-juice-throat-cancer jokes?
1,"@MSoltan18 @KoredeB9 I don't suck tho, you're just mad because you're trash and I carried you. you always had 0 points"
1,OMG RT @Master_Bay: Have yall ever met a dyke who didn't have a kid?
1,They say life is what you make it bitch but I'm just tryna make it .. Straight up
1,Tmkc
1,"@IAMKINGRICO I don't fight or want to fight bitches who don't know who the fuck I am. Fuck I look like doing that? Nigga, PLEASE!"
1,@BossAce555 @Sounds_good_bro @BloggerBoxing yea u stupid faggot. I'm not leaving till like 5-6pm. Want a ride?
1,I'm busy what I'm tell all hoes who played me to the side .... I'M BUSY
1,@CallMeRenee_ wussup bitch
1,"I be seein you bitches in the whip wit your boyfriend but he be lookin like your dad so I be eye ballin, then here comes ole salty ass bf"
1,Them quiet girls be hoes to watch out
1,"Maury is funny sometimes, but the ratchet hoes on there need to get knocked the fuck out!"
1,"@KCJHoop pretty sure you meant flight and not flite, dumb ass cracker."
1,shitting on these crusty hoes http://t.co/1oOHx1y6Xt
1,"""@ProdsJewel_: &#8220;@sreadthepeace: &#8220;@yungmindless: @PeacePunkPrince Prince, THIS is art. http://t.co/EPHRWxMBHr&#8221; nobody takin his bitch!"
1,This 103 weather is a bitch
1,You know these hoes wishy washy !
0,#milesthompson #goauche #wetback #ca http://t.co/g3Ze8bqLPG
1,RT @KeepDatShit100: NASHVILLE* RT @DragonBallDeez: *Atlanta RT @PacDaGoat: Houston has so many trash drivers
1,@DaJetlyfe y'all niccas spark up
1,"Shout out to you ungrateful, inconsiderate bitches... I'm taking this shot for you...... Yea, you &#128521;&#128536;"
1,"RT @MobileSuitKwamz: Just swing ""@MUHFUGGINJKELLS: ""That's why I fucked yo bitch."" I mean...what can you say back to that?"""
1,Taco Bell is super trash when you're sober
1,This my bitch please face http://t.co/O3k4WLrZTp
1,lol they replaced the big yellow chicken with Homer
1,"RT @TimRaw: Was crazy about her.

Got to know her.

She was a bitch.

Felt betrayed by my judgment."
1,Brandon Jennings trash
1,"RT @TheHangingWire: don't EVER be ashamed of who you are. 

unless you a hoe... 

then be ashamed bitch."
1,Riding wit my old dude .. Dis nicca bangin #FreshPrince #Summertime &#128514;&#128514;&#128563;&#128533;&#128559;&#9995;
1,RT @TheSchwagQueen: Niggas be in your messages like &#128536;&#128141;&#128149;&#128166;&#128272; &amp; be on Twitter like fuck bitches &#9994;&#128299;&#128184;Come on nigga which one you gone be Drake or&#8230;
1,"@bogglethemind83 @AJ0427 Was about to fly to Portugal &amp; open a can of whoopass since they started to zoom out during ""Still run this bitch"""
1,RT @I_GoT_dA_jUiCe_: I play wit pussy not these niggas
1,@PrayForJack new york niggas quick to take off on a bitch in public boy lol!!!!!
1,RT @Yennno_Nay: Now a days bitches will beef w/ you over something that has nothing to do w/ them &#128514;&#128514;&#128514;&#128514;&#128128; bitch yo ugly ass wasn't a factor a&#8230;
1,@flyyImpact Yo follow me back nigguh
1,@Tanner_Harris_ I've been knowing fag
1,"""@talibanshawtyy: Niggas whole hoes out here cuz"" Couldn't had said it better..&#128588;"
1,"RT @scaffoldjocky: I'll never smoke weed with Willy again. He invited that hick, Toby Keith, and I fucking hate that mongoloid!"
0,&#8220;@trayn1gga: Charlie Strong WILL have Texas back as a power&#8221; better power of big 12 is anybody's now
1,the niggas on twitter like I eat pussy and yada yada is the niggas with STI's and shit
1,@RivenbarkYahoo @hale_razor jim Hogg county a dirt poor democrat leaning county.. Hebronville is it's seat. Been there it's a near ghetto
1,RT @Best_Porn_Title: Hulkamania is running wild on that pussy
1,"""They have to. That division is trash @NoMeek_JustMilz: Saints gon win the NFC South...watch"""
1,RT @DeepInHerGut: Anything said bout my moms b would of led to a bitch getting stone cold stunner
1,Everybody is being a bitch at my house
1,@ashhruggiero happy birthday queer
1,Call me ghetto if you want but I'm walking to and from class with my bonnet on my hair.
1,Sounded like a bitch but whatever
1,Yo fuck the pats they are still bitches
1,"RT @Anisa_So_Thick: @MsSashaBelle ur a wack bitch who sells her pussy for $65.00 , lives with her mom then was homeless cut the lies&#128521; http&#8230;"
1,@1000gramsBee bitch
1,They have a clumsy bird too lol what is life
1,Paige better text a bitch lol
1,"@NYRKelsMads That pup was like, this bitch is AWESOME! Can I go home with YOU?"
1,RT @_FckYoLifeStyle: We slap bitches! &#128514;&#128514;&#128514;
1,Ugh I can't stand a bitch that smokes black &amp; milds. They make me itch
0,*Searches my yellow pages app for the nearest Jack In The Box*
1,RT @J_Kwest: Ima buy dat bitch a jump rope bitches live jumpin 2 conclusions
1,You bitter bitches need a life..!
1,Craig fire that shit up hoe
1,@AllFucksGiven_ like a hoe gettin dick all day and then tonight she gettin more
1,@iDoSexWell @MamiJuuki @Baddiies @AjukiWebster the nerve of these hoes
1,@DaniellaParella no I wuz just making a general statement. I've never called u a bitch
0,@craigcalcaterra Hes behind the plate for the game tonight here in AZ. Im looking to buy a red&amp;yellow Balkamania shirt I can tear off there.
1,"&#128521;&#128077;
#yep #donttryme #bitch #bitchmode #testme #Truth #trust http://t.co/ky9Fi39zUx"
1,"RT @TitansHomer: Me: Do you sell any larger sized condoms?

Her: Sir those are 13 gallon trash bags!

Me: *winks until security escorts me &#8230;"
0,@cgoodwoman @stevenadamswv Crystal probably only person in world interested in my poor black hillbilly:Jamaica::poor white hillbilly:WV idea
0,&#9733;@&#9733;@&#9733;@&#9733;@&#9733; GRAND OPENING ! &#9733;@&#9733;@&#9733;@&#9733;@&#9733; TOP CLASS &#9733; Oriental Massage &#9733; PERFECT !&#9733; http://t.co/zibllnm1ZS
1,RT @shikeattike: Pussy niggas don't get no pussy nigga
1,@clangloisss hmu negro
1,RT @WatkinsRaequan: This bitch just blew my high
1,"RT @isminiHoran: &#8220;i&#8217;m running like a bitch&#8221;
&#8212; Michael Clifford, role model and inspiration to many"
1,#southcarolina has a highschool graduation rate near 50% and that's why they have so many uninformed #teabaggers #morningjoe
1,RT @CallMeRenee_: &#8220;@1inkkofrosess: stupid ass toe dog dam&#8221;&#128514;&#128514; bitch you mad at your toe &#128553; dumb hoe yo toe aint wanna be stomped .
1,"&#8220;@rocafella123 ""@waymoflydenu: If fleek in yo vocabulary you a faggot""&#8221;"
1,"You ever had a piece of pussy man, that be on your mind like money?"
1,@Mids_areForkids lmao im bein foreal fuck all them bitches like that!
1,"&#8220;@yohidef: cool story bitch, now pass the blunt&#8221; @EvanBecker513 bitch"
1,Come back hoe @kati_dupree843 http://t.co/1UPxvDJJNa
1,"&#8220;@_PlayaChris: I be laughing when my ex be tryna stunt, bitch you forgot I went with you I know what you got &amp; don't got &#128514;&#128514;&#8221;"
1,RT @cecetooshort_: wait.. why do niggas get to fw they exe's friend but when girls fw her exes friend she a hoe? lol
1,Hahahaha fucking pussies @kevinlove @KingJames @cavs
1,bats are cool as hell because they're basically half tiny fox half leather bird.
1,RT @VersaceTweetGod: Jenny was a hoe til she got AIDS until she was ready to settle down with Forrest Gump who tried saving her SO many tim&#8230;
1,@Nubianreine_ you women. And when you getting money the hoes gone come so how does that sound gay ? Rather make money anyday
1,Dem hoes be peeping out my dougie &#128131;
1,Shut up bitch i wasn't gonna roast.
1,"Old hoe lol @TheShugAvery RT @moyizzy: My juice is gone, I'm just an old bitty now"
1,"Flaming faggots that publicly state how they want everything handed to them... Like fuck you dude, get off your bottom ass and do something"
1,"But if you knew , bitch you'll do better &#128074;"
1,My neighbors hate me cuz i smoke weed and blast the most ghetto music from my room.
1,"RT @MySportsLegion: Nick Young says that close to $100,000 worth of money, watches sneakers and clothes were stolen from his house last nig&#8230;"
1,RT @QwestsideFoolay: &#8220;@MiraGotTheJUICE: Woah did this bitch say love?&#128566;&#128514;&#128514;&#128557;&#128557; http://t.co/1NZDVTQSUy&#8221; &#128514;&#128514;&#128514;
1,I had froyo with brownies for dinner tonight. Being an adult is making these executive decisions
1,@MitchTierney @slings_x_arrows I ain't no lady bitch
0,What is this the @Yankees are doing today? Using those wooden things and making it all the way around the bases? Weird.
1,Social networks will ruin a bitches game.
1,"Y'all niggas ain't talking bout nothin.. Not a thang, not a not a thang hoe"
1,&#8220;@codyaveresch: Paint brushes over Bugattis #StundentPainters bitch&#8221; paint me like one of your French girls
1,@zooyorkinit you're frumpy bitch
1,"The girl skipping school ain't nothing but 16 y/o and just made me say in my head ""bitch u supposed to be in school"" had to catch myself"
1,Not a neanudda bitch @CONSTANTINE_D_
1,@Alejandro_Bihhh @CapoDaAssHole I'm on this hoe like this every night just be tweeting bullshit
0,&#9733; BEST ASIAN MASSAGE ON THE Brooklyn Park slope --TOP RATED SPA &#9733;718-622-0221 - 24 http://t.co/saWpjDtIGN
1,"@HilareeJay I hate those creepy ass dolls that call you dada, I'm like ""bitch I ain't yo daddy"""
1,He sound like a bitch
1,"&#8220;@UcfGawd: Crying over a guy on Thanksgiving? Nah bitch pick your head up, you making the turkey soggy.&#8221; Thanks A'Shanni *pats turkey dry*"
1,"It is impossible for females to be players, pimps, etc... They're called hoes"
1,Gold diggin ass bitch lol
1,I feel like I should be sad and all that pussy shit but I am just so pissed right now idk what I'm feeling.
1,Outside with dah fuckin yardie eh
0,@Andyheybro the distant chugs at the end of Dried Up... remain to be some of the most perfectly heavy guitars ever recorded.
0,There's someone riding around the Robinson Walmart in a lawn mower. With ghetto headlights added. #reallife
1,All d messy hoes sleep
1,Unloyal girls turn good guys into assholes. &amp;&amp; unloyal guys turn good women into big time bitches...
1,RT @theChefBoyRD: My pussy popz Severely https://t.co/15IOQ7M0KF
1,Lmaoooo nah I'm down here turning up RT @4TR0N3: Yah not gonna believe this but @ItsNotHarold being a bitch in BG being a bitch &#128514;&#128514;&#128514;&#128514;
1,RT @TheeJenBunny: Oh you didn't hit me boo boo - bitches who got hit in the jaw
1,@shoe1945 @NotoriousBM95 @333England shut ur faggot ass up you thirsty pussy
1,@Mymangot2JOBS_ lmao yes bitch &#128514;&#128128;&#128128;&#128128;&#128128;&#128128;
1,"money before bitches, bc bitches follow money."
1,Just got rich. Took a broke nigga bitch
0,Jihadi John beheader of journalist Foley and Sotloff Was 'Arab Charity Collector' http://t.co/RL7F2qV56F via @BreitbartNews
1,He did dat headband shit on purpose .. Now the whole spurs team fuckin up lookin at this weird lookin nicca
1,"I wish I could mute Rice Krispies, but instead them bitches ""Snap Crackling &amp; Popping..ain't that some shit."
1,Moms is a hoe...a disrespectful one &#171;@JusDahl Y'all bitches are trash http://t.co/bDftUen6Rm&#187;
1,@RussellTpot @ebgbz1 I am just saying.. I would beat you down like the bitch that you are... then put my foot on your neck and shoot you
1,RT @_FreeMax_: &#128514;&#128514;&#128514;&#128557; skitdaddle wit that shit hoe http://t.co/BXsLCSHjHE
0,@KodyMark1 go Yankees
1,That's how you let the beat build bitch.
1,RT @thachosenkid321: @DonQuixtote he trash tbh #StartMikeVike
1,"&#8220;@G_Anderson4: Oh my dogs pussy is so tight, time to loosen it &#128527;."""
1,I'm so faded my nigga I'm about to disappear in this bitch
1,"&#8220;@skykardashian: Is ""hoe by association"" a real thing?&#8221; Yes."
1,"RT @iDntWearCondoms: &#128514;&#128514;&#128514;&#128514; RT @MoJizel: wow, she let quite a few niggas beat. equal opportunity pussy"
1,"Fat bitches Twitter names be "" PrincessCookieNeckBackCrack "" lmaoo &#128514;&#128514;&#128514;"
1,@AyyMartt bitch where you been
1,@itsjaylaaa not a bitch that's for sure
1,@CapoDaAssHole @Alejandro_Bihhh lmaoooo Beiber get these hoes wet big bro I'm Tryna tell you
1,RT @Partyprobs: If you open a beer and don't finish it you are what is known as a little bitch
1,"RT @_Dingyyybritt_: @wheeler_kashhh. lls lor bitches stay wanting to fight , made them real mad i talks my Shit"
1,RT @mattchew81: My ex told me once she wanted me to get her a gift that would take her breath away so I got that bitch a treadmill
1,.@CoryBooker is running around town delivering food to people. If he takes out the trash too he is the perfect boyfriend.
1,@Ish_MallyMal @JayJuice22 all trash to me
0,#stateoftheunion would last 15mins if they let the President talk all that standing up clapping is for the birds
1,RT @OleNoHoes: Got a bad ass bitch just bouncing on my dick!
1,"When people label their name on there ghetto nano&lt;&lt;&lt;&lt;&lt; 

@StephyRae7"
1,"@emmyhighr0ller @Cyberobama 
you sound like a real cunt"
1,"@djfeds couldn't make it nigga was at the E.R. My bad then my charger for my phone ripped so I can text, I'm on my iPod all ghetto"
0,RT @InduZtriouZ_Neo: I am a strong believer that birds of a feather flock together
1,nigga paybacks a bitch and bitch you been livin in debt with me
1,"@freddurst shut up faggot, no one cares"
1,RT @LiFEOf_AYUNgIN: That pussy is never yours it's just your turn remember that . &#128175;
1,RT @Truth_305: &#8220;@CityBoiCoop: LMFAOOOOOOOOOO RT @CoochCakes: LMAOOO RT @MyPotnaB: You a faggot if you ever wore a tall tee &amp; took your pant&#8230;
1,This Mexican bitch almost just hit me with her car and she sped over the speed bump JUST SO SHE COULD DO IT OMFG
1,Son of a bitch I can't wait till baseball is back. #AmericasPastTime
1,I think you're in a bad mood from munching on hairy pussy.
1,"@mbxvss we don't trust these hoes, lol na but it's bigger for us I think bc most guys talk to girls first, if you understand"
0,@Yankees and we all fell asleep @Frizzle18
1,And my mom was really getting me a car smh hoe f u for dat
1,Aerin told me to leave them lightskin boys alone. Shit bitch I DID &#9995;&#128514;
1,"RT @SLIZRD_WIZRD: 3 point on a bitch like Dirk Nowitzki, up in da club like Dirk Nowitzki."
1,Gotta smile dat drive bad bitches crazy
1,RT @_2kkz: You niggaz really think yo niggaz/n yo bitch solid guarantee yo nigga will hav her choosin n wont tell ya
1,There's a bird nest in my garage and so now when the birds fly out they poop on my car. &#128529;
1,RT @GorgeousCamry_: it's two different things you hoes should know because a lot of you hoes THINK yal know me !
1,That night cap nonsense is for the birds.!
1,@SNAKEHAID @wsaleen15 @rducppp @2_Synnseer @rebelgirl2040 why ur profile a one armed nigger?
1,RT @amour_tajiana: Only fuck niggas would wanna continue to mess with these messy ass bitches vs. somebody who HAS been down for them all a&#8230;
1,@AirSimba9 I don't be on the hoes but these hoes on my snapchat
1,Why you stressin bout a bitch .
1,Act like I'm Casper get ghost with a bitch
1,Modern day singers talk about the same shit rappers talk about lol....hoes
1,Took .1 of Molly (gonna die) #pussy #ass #bitch
0,"Any solution to ZOG which doesn't deal with demographics - only laws - is no solution.
#NorthwestImperative
http://t.co/Vhy5s2apCn"
1,RT @OhLawdItsNiesha: That hoe ain't shit
1,"Because I'd rather wear my hair long and have piercings, I'm a faggot that will never go anywhere in life."
1,&#8220;@odlew11: Who clothes in the dryer? I'm tryna dry my clothes&#8221;throw them hoes out
1,RT @memethagreat_: When you know you dealing with hoe &#128583;
1,@dfa73 @hellyeahcalum @InStyle David block that bitch
1,!!! RT @mayasolovely: As a woman you shouldn't complain about cleaning up your house. &amp; as a man you should always take the trash out...
1,"I can't fuck with hoe niggas, I can't trust these hoes niether."
1,@dappermuke I stick up for my fam. don't disrespect the pouch my nigguh. and awe ily2 http://t.co/tuQ0uAd8bK
1,Really bitch?
0,"""This recipe calls for a leftover brownie. What the hell is a LEFTOVER brownie? That's just a brownie you haven't eaten yet.""-@EricaNadine26"
1,RT @kooleyCobain: You can't find what you lookin for cuz you too busy likin 2 or 3 bitches at a time and all the same.
1,Just trynna have a bad bitch come thru &#128564;
1,Sweet innocent teen clothes ripped and pussy fingered&#160;hard http://t.co/SiGRlukdaa
1,RT @itsDonLeach: You're still a pussy @BarackObama
0,I need like 43 fuzzy blankets to sleep &#128525;&#128139;
0,That was not good times! Starting the mickey mouse club soon!
1,@katelyn_lomax I'm not a nig. &#128548;
1,The baddest bitch is back on chestnut! @ryancommakerry #welcomehome
1,RT @STROCORLEONE @ThoughtsOfRandy @Yummys_World all deze hoes got past demons in em... YOLO nigga lol + Hahahahaha
1,It was my sophomore year that I learned these hoes weren't loyal
1,@DjChubbESwagg this like a retarded wu-tang clan
1,RT @FREDOSANTANA300: Woke up tryna fuck yo bitch
1,"RT @SheswantstheD: If you take your girl back after she cheats on you, you're a little bitch."
1,RT @cassidy_kelsey: Now you just reminded me why I hate you. #bitch #cantstandyou
1,@Hbt2013Mm I'll ask you same question Do you support border jumpers Do you support illegals
1,@iAmMarshall27 yeah man all my niggas dipped to the cars and left and I was in a barn getting chased by the ghetto bird
1,@Doop_3 lol shid who got one? Boy my ass lonely as a bitch. You cuffed up ain't ya
1,@mcclearyb0y other than those the university and the white black and red ones .. The rest trash anyway. They just making shit up now
0,@DeArionBASEDGOD Kendrick is not better than papoose or drake
0,"RT @MaxAbrahms: When Americans claim #ISIS is just a ""local threat,"" reply: You mean just to Iraq, Syria, Turkey, Jordan, Saudi Arabia, Leb&#8230;"
1,RT @ALMartinez32: &#8220;@100granHman: @IamMrEchols @ALMartinez32 &#128555;&#128555;&#8221;finding herself in the hoe section
0,#HappyColumbusDay !!!! If is wasn't for #America.................#KarlMarx would never have thought of sharing #colonialism with #injuns !!!
1,"@andreajmarkley @gantaro47 Yes, sorry grant, i'm a bitch so i'm going to ignore you like most libtards ignore the majority voice...."
1,&#8220;@TheRealTenski: Miss you @Ex&#8221; pussy
1,"If a nigca neva told you ""bitch you got some bomb azz puzzy"" kill yaself bitch http://t.co/CZXRV9to4A"
1,RT @Colarbearr: &#8220;@HoesloveMyTweet: Niggas really be proud of having hoes. But how many of y'all gonna bring them dirty bitches home to your&#8230;
1,U of A hoes w/ the booties hangin out
1,"never lie 
never cry
never die
we gone die
love my friends
love my hoes
yellow sluts
call them gold"
1,I just wish some females would look in the mirror b4 they hop on social networks &amp; talk down on hoes.
1,RT @_tellmeboutLOVE: I swear these bitches think their still in highschool
1,Fuck you tweetin me emojis for faggot RT @FrancoisKilljoy: @202SOLE &#9786;&#65039; http://t.co/R6UeWFUr8W
1,RT @WorldStarFunny: when you see a bitch nigga subtweet you http://t.co/eclOjoVwg7
1,@OG_HARM @moetzart @duckydynamo look at this nigger ass nigger shit right here
1,My managers a stupid cunt yes I said it
1,RT @DaSmacker: Mariners said moms 21 and over get free ball caps on mothers day. Basically all you young hoes with kids don't get one lol
1,@cumkwats thank you based pee slit
1,"Where Is VRSL, that nigger owes me 10 bucks"
1,RT @Nigel_D: RT: @JoeBudden I just wanna state for the record that I don&#8217;t have any hoes. - http://t.co/pcd2slVKxy
1,"RT @agrovelax26: I don't care what any of you bitches say, Kesha is awesome &#10084;&#128076;"
0,Mentions probably look like a septic tank. RT @BillCosby: Go ahead. Meme me! http://t.co/2QttvwWICy #CosbyMeme http://t.co/72IMb6Rfzn
1,Dat bitch wild as shit lls
1,@SeQuoia_Gabris yeah hoe!
1,@xDSmooth these bitch been sayin they was leaving since 3
1,RT @gemini_starr These hoes be acting up!
1,RT @Goons_TXT: Only retards and dads roll Lawful Good.
1,Never lettin dat nigguh used twitter in my phone again
0,@WHSVGrantCruise birds of a feather. You stand with PETA. I stand with sanity.
1,RT @BrickyardBeezy: I used to chase hoes now it's Dollar$igns
1,@RavenPeltier_ @Jesuslovinj @_B_R_Y_C_E_ still a bitch though
1,RT @_LastQueenCyn_: Niggas be in that pussy like http://t.co/DDJSB5itcD
1,love females but hate bitches
1,Niggas are funny. &amp; karma is a bitch. Good morning .
1,RT @asaplex: This bitch jus blew my high and I was off all of these drugssss
1,I wish I could punch the 14 year old me for being such a thirsty bitch
1,Shoutout that real bitch
1,&#8220;@FunnyPicsDepot: All the seniors young side hoes gonna be at graduation like http://t.co/qFDBBu4hPV&#8221;
1,My high school need to gon and throw a hood reunion party. Everybody knows we was ghetto as hell.
1,"""@kayreneeee_: Fuck wit us and then we tweakin hoe"" shmurda!"
1,"RT @bclaymoore: Dude does his girlfriend's mom, trashes her wedding. Mopes to folk rock. #explainafilmplotbadly"
1,I hate pretty bitches that chill with lame niggas
0,@TedNugent Why werent you so gung ho when you got drafted instead of shitting yourself? You seem like another Repcon Chicken hawk..
0,RT @jimmerfredette: I hope the Yankees game doesn't get rained out tonight. It's going to be a special atmosphere and game. Jeter deser&#8230;
1,I got hella hoes
1,&#128563;Oh this bitch Midy must be crazy http://t.co/75LWvtD4oJ
1,"Lmaoooo deep RT @haneema: That girl curved every nigga that tried to holla and nobody said ""fuck you then bitch""...#whiteprivilege"
1,"RT @Bigboybeezy: Kanye &gt; Tupac........ ""are you serious?"" Yep bitch keep it moving."
1,Dese niggaz on Dat guala shit....... http://t.co/qcrTA7H80x
1,"RT @GOPBlackChick: The racists are @msnbc and its crew of anchors. Not ""right wing "" folks. @MHarrisPerry mocks mixed GOP kids.
http://t.co&#8230;"
1,Ima spread that pussy out like a acre
1,RT @tommyjaster: Where da hoes at... C'Mon thru at Hatchy's in Utica TDT about to rock dis biiaaaatch. #TDTHoe #teamspade #highgang
1,You can't spell Patrick without trick so trick or treat bitch
1,@SchulzGrayson @Dswizzle3 if your going to talk shit at least back it up and fight bitch ass nigga i swear u niggas from are fake pussy boy
0,Fine I'll settle for an Oreo milkshake
0,"@NYRKelsMads 
I gots to be bein colored and all"
1,"RT @omfgmeezy: maybe 

nobody 

likes 

you 

because 

you're 

a 

bitch"
1,RT @HoskinsTy96: @Vontey_isa_boss &#128514;&#128514;&#128514; ghetto ass mofos
1,"&#8220;@sammyk1429: ""I am not a bitch, I am the bitch. So that is Ms. Bitch to you!"" &#128540;&#8221;"
1,"They told me to fuc wit bitches but never trust em 
They told me they my niggas but I never trust em"
1,These hoes going BROKE trying to look RICH. ACT your WAGE!
1,@AndreBerto can't wait for more PEDS is that it? Roid munching faggot
1,This ignorant bitch on msnbc said police have no training on their weapons. SMH
1,@littleelexx you a bitch tho I know for sure I'm not. You'd get your ass beat by any of my bitches that's fact &#128514;&#128514;
1,"It's so scary hoe Annabella does everything I do , she acts just like me &#128514;"
1,"Messi is thinking , ""Ronaldo is such a bitch, couldn't even make it out his group"" ahaaaaa"
1,"Im a different nigga...if the pussy good im not tryna fuck for no 20mins..im stopping, backing out it, anything i ca think of to last longer"
1,this movie is actually good cuz its so retarded
1,RT @TheNudesGod: Real nigga rules: If u drop the blunt u gotta pass that bitch. U don't even get to hit it
1,Only faggot pussies put their twitter pic of them and their dog
1,@JavieTheCreator stank ass hoes haha
1,"&#8220;@MadisonMum_: I was told never fold &amp; never sell my sole""They Should Have Told Yu Stay In School ! *Soul&#8221; autocorrect hoed me"
1,Stop being a hoe
1,Cussed out by a fat redneck on the last day YOLO @ShawnnaSanford @MeganMonday13 @kelsss_lynn &#128514;&#128514;
1,@garrett_winker bitch I wasn't following u in the first place get the fuck off my tl.
1,RT @MoJizel: make sure her titties out RT @_CDiddy: Bouta take a pic of her laying on me like the side bitches do
1,Why do bitches come to school wearing stripper heels to school &#128563;&#128530; makes no sense!! &#128096;&#128581;
1,@sportswatch time to dump another diet coke in the trash
1,"RT @shonni__: My momma talm bout 'these kids party more than their parents ' &#128530; TF duh, why would you think it's ok for you to pussy pop at &#8230;"
1,"""@ayyee_ceee_: One mans trash &#128686; is another mans treasure &#127942;"""
0,@Pepper_Redbone @Yankees Just getting in! I hope so. Cause they stunk it up last night.
1,Bitches be like niggas ain't shit ... Naw bitch maybe you just ain't shit
0,I have really light colored eyebrows naturally and it's not ok
0,WATCH-Military Monday Jihadi Bitches Slaying: BADASS - A-10 Silences Taliban During Intense Night Time Firefight http://t.co/osAgQo567K
1,"Idk about yall, but i loves me a thirsty bitch. Atleast they not afraid to peruse a nigga"
1,"RT @killaaakam_: Who's gassin these hoes, BP? &#128564;"
0,Dad called me a border hopper
1,Code of slience pussy! HM nigga free my nigga ceddy. d ridah. quan. dollah. Dre n my nigga franc lukis n my nigga j mo
1,"@Tae_Rhodes @thereal_2raw you gay, Gabrielle bad as fuck. Even though the other bitch bad you can't cheat on a dime..foh lol"
0,RT @Shoq: He no doubt copied it from someone else. RT @KilloughCNN: Alert: The mock turtleneck is back. http://t.co/uM7aTH7tHT
1,It's summer bitches.
0,@shanetallant he won't bite! We promise he's a friendly bird :)
1,@DudeWithAHighKD @jeffreyhaas @JUDDNATION she sucks..bitch cant even pretend dance.
1,This niggah better remember to bring his sperrys
1,"RT @Charlie_Gru: My wife's doing some sort of ""boot-scootin"" while singing, ""a little less talk and a lot more action!""...where was this ho&#8230;"
1,smh RT @DailyMail: NYC cops leave Ebola doctor's apt dump gloves and masks in public trash can http://t.co/aTkLOIqFZZ http://t.co/HVBhWjrKen
1,What the hell are we doing with pussy rules that soldiers don't carry weapons 24/7 on base? They are trained. Liberal crap &amp; people die.
1,RT @PowBlocks: @WaldoKillz3 @hidalgoparadise @D_41395 @olgadontshred lmao that hashtag had me dying princess hoe needs to get a Twitter lol
0,@EmmaLouisaSuttl Hit the clam chowder.Thanks for the wishes and the card
1,"This ""Deb"" women at my eye appointment.. bitch"
1,Why do some girls feel the need to be bitches for no reason at all
1,"RT @XANSHAWTY: U can eat all the pineapples you want 

Ur pussy still trash."
1,"She cares tho. Appreciate her. Lol RT @Jollymann: A trolling bitch is a lonely bitch."""
0,RT @SportsCenter: Derek Jeter's final game at Yankee Stadium will be 1st he's ever played there with Yankees eliminated from playoffs. http&#8230;
1,This store is SO redneck...
1,darf retarded lol
1,Im tired of all these weak ass men in my mentions tellin me why it is ok or justified to punch a woman in the face. That shit is bitch made.
1,&#8220;@_TheCrownedHead: what if I tell y'all I'm trying to turn up for bayou classic #drinker &#128520;&#8221; bitch you got the id.
1,"RT @butter_obama: I love when @NICKIMINAJ say ""bitch I'm me"" &#128588;"
1,RT @ryancruz_: Want me to stamp bitches be saying anything to be down &#128564;
1,RT @JayAllDay612: A hoe is gonna be a hoe no matter what
0,My favorite DC restaurant is Charlie Palmers. @Sweet_Me_Lissa @sassylibrarian1 @taotao_salupa @tingtingbabyyyy
1,I'm so mad cause hoes think it's funny
1,RT @ikesizzle: If you hatin you just need some pussy...
1,@septemberTHA15 @CallMeRenee_ wuss up bitch
1,@Lil_A47 &#128514;&#128514;&#128514; you're a coon
1,RT @IamMrEchols: You hoes don't deserve the respect you ask for
0,&#8220;@ToriJBerman: Shavonne was doing ballet in the middle of the street last night and fell &#128553;&#128553;&#128514;&#128514;&#128514;&#128514;&#128557;&#128557;&#128557;&#8221;&#128557;&#128557;&#128557; bitch it wasn't ballet
0,I find it amusing that Senator @tedcruz is an anchor baby. #LMAO
1,FF has been consistently one of Marvel's worst properties. Ultimate FF was good; but the entire Ultimate universe is now in the trash.
0,Jihadis keep on prattling about having shot down today what they think is an Apache helicopter. Maybe it was an Mi-35?
1,"He died for a reason RT @ShyThugg: ""@viaNAWF: I didn't follow you back cuz you fat, bitch. Foh large hoe."" Jesus ain't pleased fam"
1,Hypocritical little bitch
1,It gets me mad when a Mexicans go against Mexico like wtf support your team bitch
1,It opened up with some clouds parting and with SILK-----&gt;Can we get a room on the southside of the ghetto!
1,&#8220;@nicekicks_nico: I see so many mad hoes on the tl. Tht shit should be illegal.&#8221;tbh
1,@Daa_Boy_Rell @sluttyboy_kush @keem_Escobar you. A bitch too
1,"""@DiamondLoudKush: The fuck be wrong with these bitches?"" Nobody knows"
1,"@Adogg_34 RT @jb_barker10: Snapchat got hacked, all of you hoes about to have some explaining to do http://t.co/tworXRoJEI"
1,"@ToulaBaby faggot is a public spectacle. most gays are not fags.
public display gets public opinion."
1,all these hoes sweating and chasing niggas on this show&#128553;
0,"I've got saltine crackers and red wine here. Is it possible to DIY a communion? I, uh, haven't been to church in awhile. #tbtweets"
1,These bitches think they know snap. Ha bitch I am snap
1,@_xpriceless_ bitch take dat shit down imediatly
1,@TheErniie You're a little bitch.
1,RT @MooreHnter: How to get bitches http://t.co/yUOqmgHvbf
1,"&amp; I keep that bitch on me , it's part of my fashion 
So nigga see me when you see me , catch me in traffic"
