Foul,Post,language,Unnamed: 2
1.0,@Sisson11Noah there is a bird here on the ground and it's still alive I can't believe it,english,
0.0,"""Ilaahabad High Court ne diya Dr. Kafeel Khan ki turant rihaai ka aadesh | #KafeelKhan""",hindi,
1.0,#California is full of white trash who moved from #Oklahoma,english,
0.0,RT @calvin2000: Really? This is what's concerning him right now? MT @katiecouric: Looking forwd to speaking with John Kerry tomorrow AM abo&#8230;,english,
1.0,are you Bc,english,
1.0,aint shit pretty but my bitch and my mama .. anyone can get the drama,english,
1.0,muth marle jake,hindi,
1.0,@BrandNewAndrew lmaooo roosters is hot trash bro u know it,english,
0.0,RT @BigmackNigga: Smoking isnt a game you could get killed monkey see monkey Dooo don't smoke if your not a smoker y'all are the reason ...,english,
0.0,GDP: Ankaade darane wale lekin ab bhi arthavyavastha bacha sakti hai Modi Sarkar - Nazariya https://t.co/4IWRRJ9SgK,hindi,
0.0,Up too early the damn birds are still chirping smh.,english,
1.0,RT @OhLawdItsNiesha: That hoe ain't shit,english,
1.0,"Nigga I got pill poppin bitches in the backkkk, of the Cherokee",english,
1.0,I got hella hoes,english,
1.0,"@hardball @now @hardball_chris now jimmy want to talk trash would've ,should've, could've now, Chris stop talking and spitting!!!!!!!!!!!!!!",english,
1.0,"""No boats and hoes please thanks"" - Mom",english,
1.0,Lebron gone dunk that hoe like that with ease,english,
1.0,"@JusDahl gross, ill stick with my galaxy, it will still receive those nips",english,
1.0,"Flaming faggots that publicly state how they want everything handed to them... Like fuck you dude, get off your bottom ass and do something",english,
1.0,"Get my name tatted, right by ya pussy &#128137;&#128008;&#128700;",english,
0.0,"sushaant ne jo bijanes ḍiil 9 juun ko kii thii, vo ḍiil diipesh ko sushaant kii hatyaa ke din hii kyon yaad aaii? dekhie 'puuchhataa hai bhaarata' arnab ke saath ripablik bhaarat par #live :  https://t.co/g945hvzm0z https://t.co/kfh7xf1idm",hindi,
1.0,Going to get my ID today fucking finally I'll see you retards soon,english,
1.0,"Cay said ""well bitch I THOT you was on house arrest so you ain't walking NO WHERE!"" &#128514;&#128557;&#128514;OMG I hate her",english,
1.0,@prettygrl_rocky ugly dyke,english,
1.0,Hamko Nahi Dogi Tho Kya Aachar Daalogi,hindi,
1.0,"What's this #picslip shit? If your posting a pic. IT'S NOT A SLIP!
Don't flatter yourself. *stupid ass bitches!",english,
1.0,You ain't my bitch so lil bitch why you bitchin?,english,
0.0,#NAME?,hindi,
1.0,"I be try a log on to IG an like pics, but bitches dont be posting no pics....",english,
1.0,If I called you a bitCh then you'd prolly hate me .. If I called you a bad bitch then you'll prolly thank me!,english,
1.0,Peter Pan that ho never land that ho,english,
1.0,RT @ThinkLikeRandy: When you've got 5 or 6 hoes every one of them sees her man as god.That's why you don't have sex with them very often. -&#8230;,english,
1.0,no need to be a bitch.,english,
1.0,RT @OMGDizzyStarz: @1stName_Bravo aye at least that bitch hot boxed lmao,english,
0.0,Kya MS Dhoni ke saath daraar ke kaaran Bharat lauthe Suresh Raina? Srinivasan ne kiye kai khulaase.,hindi,
1.0,Whoever made these brownies and cookies belongs in heaven,english,
1.0,@FreddyAmazin ratchet looking nigger,english,
1.0,"I fucked your little sister last night
The pussy was right 
The pussy was tight",english,
0.0,"""IT minister Ravi Shankar Prasad ne Mark Zuckerberg ko patra likha, kaha - Facebook ke karmachari PM Modi ke prati apashabd kehte hain""",hindi,
0.0,"17. ""Maharashtra sarkar ne penguin wale emoji par pratibandh laga diya hai.""",hindi,
1.0,@Rocko4Real is one of the rawest niccas doin dis shit!,english,
1.0,It opened up with some clouds parting and with SILK-----&gt;Can we get a room on the southside of the ghetto!,english,
1.0,I know bitches who sell pussy for 3.5's,english,
1.0,Chuck E Cheese isn't the same as when I was a kid. Chuck a skinny bitch &amp; they took away the ball pit. Man wtf,english,
0.0,Joba Chamberlain looks like a homeless guy that won a contest. #Yankees,english,
1.0,"RT @MattieTrump97: Win % since pile of trash @jairusbyrd went to New Orleans:

#Buffalo:1.000
#NewOrleans:0.0000000000000

#FuckByrd
#WhoNe&#8230;",english,
0.0,"""Chal bhag ...Mumbai hamare baap ki hai #AamchiMumbai""",hindi,
1.0,What a hoe lol,english,
1.0,This bitch just texted me out the blue bout want see her butt.,english,
0.0,"#NTAJEEMain2020: JEE Main exam aaj se, in nirdeshon aur standard operating procedures ka dhyaan rakhein.",hindi,
1.0,"""They have to. That division is trash @NoMeek_JustMilz: Saints gon win the NFC South...watch""",english,
1.0,Sounded like a god damn bear just fell out of my trees. Might be time to stop pissing outside and @Rorschach7 piss bucket up in this bitch.,english,
1.0,Life is a bitch but every dog has its day,english,
0.0,"""@globaltimesnews yeh moorkho ki jamat hai Bharat ko tabah aur barbaad kar diya hai sirf gidar bhokne ka jaanta hai apne nagrik ke upar goli bandook dande talwaar se dara kar chup karwa kar rakh rakti hai bas isse zyada iski haisiyat nahi hai""",hindi,
0.0,WATCH-Obama&#8217;s Newly Released Gitmo Jihadi Has Links To Terrorists In Syria http://t.co/GufKoy44tk http://t.co/3n7M4PfNMx,english,
1.0,Amanda is a bitch omg I would beat her ass lol,english,
1.0,maryjane_militant_que you got that bomb azz pussy lol http://t.co/t9dsTikwcH,english,
1.0,Gand mein zanjeerein,hindi,
0.0,Breaking News: Russia ki sadkon par 500 se adhik sher chhode gaye takki yeh sunishchit kiya ja sake ki log is mahamaari ke prakop ke dauran ghar ke andar rahe hain. Vladimir Putin ne logon ko ghar ke andar rahne ke liye lagbhag 500 sher chhode.,hindi,
1.0,Drop dead gorgeous a bitch ain't dying for a nigga,english,
0.0,"12. ""Ye pariksha kendron aur sarkar pariksha aayojit karna chahti hai #SpeakUpForStudentSafety""",hindi,
0.0,"3. ""#Saharanpur checking ke bahane ugaahi karne wale giraftar, 2 shatir badmashon ko police ne kiya giraftar, scooty, 2 tamanchey, mobile baramad kiya, dehat kotwali police ne kiya giraftar. @saharanpurpol @digsaharanpur @Uppolice #policemedianews""",hindi,
1.0,I looked retarded,english,
1.0,Harri tatti ka keeda,hindi,
1.0,Omfg I'm about to murk a bitch all I see is red dude,english,
1.0,These hoes ain't loyal#,english,
1.0,Just got rich. Took a broke nigga bitch,english,
1.0,"""@LolaaIsDope: Lmao fucking snake bitches"" @ em",english,
1.0,RT @olmelonhead: bitches be acting different! &#128514; buuut it's cool! &#128129;,english,
1.0,@DON_Le3GGG @TripleCz_3G Chatt niccas love doin dat brah,english,
1.0,RT @TripleCz_3G: Finna make a power move wit a bitch taxes we both gone be straight long as she do wat I told ha,english,
1.0,Me and this song bird sang in the same HS gospel choir!! http://t.co/aJ5HwhpRwc,english,
1.0,Hey bitches I'll be in IC tonight so dial the digits &#128527;,english,
0.0,Arnab Goswami se patrakarita jagat ko utna hi faayda hota hai jitna Mukhtar Abbas Naqvi se musalmanon ka. #ArrestAntiIndiaArnab,hindi,
1.0,@prihncess fuck you bitch,english,
0.0,"@KellenDaniel along with the French blue and Buggs bunny VIIs, and the Oreo IVs. @LaJethroJenkins",english,
1.0,RT @iAintAsianTho: you see her nudes? she must have beat her own pussy up RT @DonDippa: Salute http://t.co/gxmym20q9L,english,
1.0,"The girl skipping school ain't nothing but 16 y/o and just made me say in my head ""bitch u supposed to be in school"" had to catch myself",english,
1.0,@kinkymuslim bitch music,english,
1.0,Lmao this bitch.,english,
1.0,is money over bitches,english,
1.0,Can someone beat Justin beibers ass? He's such little pussy.,english,
1.0,Bhusandi saand,hindi,
1.0,RT @drphilDONTEhue: Real. &#8220;@heynessagirl: He eats your pussy until u nut. So why u can't return the favor&#8221;,english,
1.0,@JuiciStrawberry Kik is for hoes.You either gone shit or get off the pot.,english,
1.0,Would you drink with a nigguh? Do you smoke weed?,english,
0.0,Sushant case live: NCB ki poochtaachh mein Rhea ne liye bade Bollywood celebs ke naam https://t.co/OXCHRjnPN2 #SushantSinghRajputDeathCase #RheaChakraborty,hindi,
1.0,Niccas use to be like you always Tryn pull a finesse....Duh nicca I need mine,english,
1.0,@BigCatCooke deserved victory! #Elite8 awaits your #Orange army. #Sweet16 was no disgrace #collegehoops ill be back next time #hoosiers,english,
1.0,She in the mall she balling bitch buy something for me,english,
1.0,@jqualley_ @_BeautifulKeezy bitch YESSSSS I make girls mad &#128514;&#128514;,english,
0.0,"11. ""Indian Railways: 14 lakh karmachari aur Railway Board mein member staff ki post khatm https://t.co/OQrGxP9YeE via @NavbharatTimes #Railway #ModiGovernment""",hindi,
1.0,Ima knock that pussy out like fight !&#128074;&#128527;&#128064; http://t.co/XvWl4RGD7u,english,
1.0,@ariennajanee thats why youz a yellow bone &#128155;&#128155;,english,
1.0,"RT @WorkaholicBlake: *How girls become friends* Omg, I love your shoes *How guys become friends* Excuse me sir,I see u fuck bitches. I, ...",english,
0.0,"RT @davidjones720: ""Obama is out on the golf course still looking for his balls."" -Charlie Daniels",english,
1.0,"RT @seanmdav: Since I know you're wondering, @blakehounshell: No, Cracker Barrel is not a place to buy barrels full of crackers.",english,
1.0,"I hate females that push their asses out as they walk. You know you look like a retarded Flamingo, right?",english,
1.0,"6. ""Umar Khalid ka bhai hai Anurag Kashyap! Umar Khalid ke jail jaane par dogla Anurag Kashyap bahut bilbila raha tha... Ab usi kamine par ek abhinetri ne balatkar ka aarop lagaya hai? Ab ye bhi apne bhai Khalid ke paas jail jayega... Ye vampanthi gunde, dangai, balatkari, aatanki, deshdrohi, sab bhai-bhai hi hain."" - Umar Khalid's brother is Anurag Kashyap! When Umar Khalid went to jail, double-faced Anurag Kashyap was making a lot of noise... Now, an actress has accused the same scoundrel of rape? Now, he will also go to jail with his brother Khalid... These leftist goons, rioters, rapists, terrorists, traitors, are all brothers.",hindi,
1.0,RT @vackra_lognn: I don't know why I go on that pancake face bitchs twitter. She gets me tight every time,english,
1.0,"I Was Down for A Minute , them bitches left a Nigga 
Them hoes forgot about me , like they neva met a nigga",english,
0.0,The bird is the word. #EsuranceSave30,english,
0.0,Nagpur ke bus stand par pakde gaye aatankwadiyon ka video hai.,hindi,
1.0,Tarzan out dis hoe http://t.co/LGmSbs4s68,english,
1.0,But bitches be mad than a Mf when they don't know what I'm doing &amp; how I getting it &#128175;,english,
0.0,Can't beat a score of 12 on flappy bird #givingup,english,
1.0,All I want for my birthday is a big booty hoe &#128526;&#128526;,english,
1.0,You want thingamabobs? I got twenty bitch,english,
1.0,"Ab vo waqt door nahi jab Awadh mein mandir nirmaan shuru hoga. Aur vo waqt bhi door nahi jab mullo tumko hamara mulk chhodkar bhaagna hoga. Santo ko maarne vaale ab Bharat mein nahi bachenge. Hindustan Hinduon ka hai, yahan keval Hindu hi rahenge. Bhago Congressi mullo.",hindi,
0.0,"18. ""Yogi Adityanath ji ke athak parishram ka hi pratiphal hai ki Uttar Pradesh sabhi vidambanayen piche chhod sarvangin vikas ke raste chal pada hai. Jai Ho @myogiadityanath ji.""",hindi,
0.0,5. Bihar chunav: Jeetan Ram Manjhi ko Nitish Kumar is 'Game Plan' ki wajah se apne saath laye? https://t.co/CUSZBHwMdP,hindi,
0.0,"Myanmar chunaav ko lekar Facebook ki taiyari, galat soochon par hoga vaar.",hindi,
1.0,RT @Best_Porn_Title: Hulkamania is running wild on that pussy,english,
1.0,You don't HAVE to say it. You showed yaself. RT @UptownRaised: Bitch nobody said I did now shut the fuck up that fat made you retarded @VofD,english,
1.0,Man I swear today's like nation hit tony while he's driving day.... This chink almost smashed into me...,english,
1.0,bhai bkchodi na kr,hindi,
1.0,"I'm goin big, bitch, suck my dick",english,
0.0,"lmaoooo RT @ComedyTruth: Girls, don't let a guy treat you like a yellow starburst. You are a pink starburst.",english,
1.0,RT @jadenleAnn: @22EdHam hit that bitch with a bottle,english,
0.0,"Bye, Bye Charlie Strong.",english,
1.0,still got a hoes tho..,english,
0.0,"7. ""Sach bolna Contempt of Court nahi hai.""",hindi,
1.0,@Woody_AFC @MrGAM3R49 @MANIAC3X fuck outta here faggot that wouldn't even be a fair,english,
0.0,#TheCinemaShow 'Fauda' ke writer ki 'Tehran' ka trailer aaya 'The Batman' Robert Pattinson ko COVID positive 'The Lunchbox' ki screening par American viewers ne Irrfan ko samman diya @mubarak_1106 @sayupasna https://t.co/EBkInb9Yeg,hindi,
1.0,@irwinhype thank you so much. it was a bitch move of her to pull. but thank you &#10084;&#65039;,english,
1.0,"i got some retarded ass friends, but i love em tho they make my life nicer.",english,
1.0,RT @Guinness_RAS: @chelsea_elisa tell him that you chose (A) not to trash the environment while trying to save it like a hypocritical douc&#8230;,english,
1.0,@kieffer_jason and why would I care what a bitch ass nigga think and u don't understand how fucking scary u look,english,
1.0,"RT @cokvne: Fuck twerking, bitch can you cook? &#128530;",english,
0.0,"you know what they say, the early bird gets the worm. *puts gummy worms in your morning coffee*",english,
1.0,iski chut kitni moti hogi',hindi,
1.0,RT @CallMeRenee_: @1inkkofrosess yasss bitch you did it,english,
1.0,Chutad dana,hindi,
0.0,Grih Mantri Amit Shah ki corona report ab negative aayi hai. Yani ve ab poori tarah theek ho chuke hain.,hindi,
1.0,[20-01-2024 16:14] Khushi Amity: Mc,english,
1.0,I'm only on here cause my bitch tripping &#128514;,english,
1.0,"RT @aivayePVUcheer: I can't stand a ""fuck these niggas"" ass bitch..",english,
1.0,Cuz if it's trash I'm bashing it at saying he need to go back to jail,english,
1.0,Wut a bitch,english,
0.0,"21. ""@Manojsh20013276 Mujhe dharm mein kamiyaan nazar aati hai wahin bol deti hoon yahi kami hai mujhmein isiliye aapko Hindu Muslim nazar aane laga hai.""",hindi,
1.0,@Swagner_813 thanks ya fucking hoser,english,
0.0,"Subah sava 10 baje se 11 baje tak anya ganmanya vyakti Shraddha Suman arpith kar sakte hain, 11 baje se 12 baje ke beech aam janta Shraddha Suman arpith kar sakte hain. #PranabMukherjee",hindi,
1.0,&#8220;@AllEyesOnKIE: Been watching madea plays every night &#128514;&#8221;singing ass bitches,english,
1.0,Suar ki jhant,hindi,
1.0,OMG RT @Master_Bay: Have yall ever met a dyke who didn't have a kid?,english,
1.0,Baglundi randi,hindi,
1.0,"""@alexissixela__: &#8220;@white_thunduh: I legit watched it for about 30 or 40 seconds &#128529;&#8221;SO DID I WTF"" prob cause were retarded smh",english,
1.0,"@coughlan616 Youre racist against white people whigger. Anti-Racist is a codeword for anti-white.
Anti-zionist is a codeword for antisemite.",english,
1.0,@_TajMahal_ @_El_Padrino__ @AbellaXXX I'm lmao fa real cuz I really saw her throw dat bitch in a circle lol,english,
0.0,"@BryanStars ATL, BVB, SWS, PTV, THE RELAPSE SYMPHONY, SET IT OFF, FAREWELL, MY LOVE, MAYDAY PARADE, FOB, PARAMORE, etc",english,
1.0,chll daaruu peene chlte hai bsdkkkk,hindi,
1.0,"So the Flash pops is the Dawson pops. 

I think he mighta actually killed the mom. 

Cuz Gail was a lying, cheating bitch.",english,
0.0,4. Pradhanmantri Dhan Laxmi Yojana ke tahat mahilaon ko bina byaaj ke 5 lakh tak ka loan diya jayega.,hindi,
1.0,&#8220;@codyaveresch: Paint brushes over Bugattis #StundentPainters bitch&#8221; paint me like one of your French girls,english,
0.0,"I mean...If you blow a foul there, it has to be a yellow in that situation no?",english,
1.0,I do the shit you bitches is too pussy to do,english,
1.0,Senior privileges bitch,english,
1.0,Turn a hoe into a house wife you bet not,english,
1.0,"RT @TycoTatts: *hits blunt*

""bruh if she tells me to go text my other hoes, but she's one of my hoes, do I keep texting her ? http://t.co/&#8230;",english,
1.0,TMZ hoes http://t.co/J0lWD4S9d5,english,
1.0,I wish I could punch the 14 year old me for being such a thirsty bitch,english,
0.0,RT @Kap12284: Week from Thursday might be the last #Yankees game to look forward to in a while. If nothing else Jeter deserves that night &#8230;,english,
1.0,teri gand m kutte ka lund,hindi,
0.0,Trinamool Congress (TMC) ne Pashchim Bengal ke uttar 24 Pargana nirvachan kshetra ke Bashirhat se chunav ladne ke liye Bangali abhinetri aur model Nusrat Jahan ko ummeedwar ke roop mein namit kiya hai. Ghoshna ke 24 ghante ke bhitar hi Nusrat Jahan ki Photoshop ki gayi tasveer social media par viral ho rahi hai. Nusrat Jahan ki khulaasa karne wali tasveer logon ko vote dene ke liye kaafi hai.,hindi,
1.0,"You ever had a piece of pussy man, that be on your mind like money?",english,
1.0,"""@bwali_guru: Kuch gov mare chuthiye aam ko imli kehne mein lage hain anhar b**di wale girati economy ko bhi nahi kubool kar rahe hai aise log mukhyadwaar se…""",hindi,
1.0,Bad bitch with me and you kno that her ass is fat,english,
1.0,@_BatGangBitchh no hoe,english,
1.0,@TheLittleFella_ do yourself a favor and ball that up and throw in the trash.,english,
1.0,"@RealPimpinKen PimpinKendotnet, sell a bitch pussy til it's drip drop wet, the vet, not the pet!

Hey, Bitch!",english,
1.0,"""@ozzie_garza: @white_thunduh I'm so sure bitch"" frfr tf",english,
1.0,"Finally running the game and everybody trippin now, but Ion give a fuck I got their bitches drippin now.",english,
1.0,RT @MyDickIsCalled: My dick is called Eggo because bitches never wanna leggo my Eggo.,english,
1.0,RT @VersaceSilk: When you and your boys discover a hoe https://t.co/nluZGQV3EQ,english,
1.0,my mother raised a cunt... lol,english,
0.0,"""RT @nishasinghji: Sahab ko Vipaksh mukt Bharat, patni mukt jeevan Bacche mukt aangan, prashn mukt sansad, Sawal mukt media, audit mukt fund aur…""",hindi,
1.0,RT @EnglandBailey: Happy birthday to the nicest faggot ever &#128129; http://t.co/vZygNI9qtQ,english,
1.0,yes good shapely eurotrash manbooty,english,
0.0,"""Trinbago Knight Riders ne lagaya jeet ka 'perfect 10', Andre Russell khata bhi nahi khol sake - #CPL2020 https://t.co/PUVYgzcwAe""",hindi,
1.0,"RT @breely216: The recommended serving size for brownies is ""all of them.""",english,
0.0,@Things4FLppl Yankees like Florida State; not Floridians.,english,
1.0,RT @HG_Shit: Mfs still in the same spot as 3yrs ago. Beefing with the same nighas. Sleeping with the same hoes. Eating from the same restau&#8230;,english,
1.0,It's a sad sad day when a bitch loses her sponsor,english,
1.0,Okay. Here. IF #natitude is SOOOOO COOL&gt; How come you bitches don't call Obama by BO JINGO? That's what I thought. #gobuycomb,english,
0.0,Is dare any colored players in hockey?,english,
0.0,@Mathanugg You mean the one I colored with crayons isn't copacetic?,english,
0.0,@jessespector bird hats &gt; every other hat,english,
1.0,U behnchod harami suar Sharm h ya nhi,hindi,
1.0,RT @saraschaefer1: Can you get eye cancer from reading too many Michael Douglas pussy-juice-throat-cancer jokes?,english,
1.0,"I'm rich bitch 
*said in Dave Chappell voice*",english,
1.0,tere jeso lunnduo se baat n krta,hindi,
0.0,"@AjKFAN Big congrats to all! I expect him to be blogging on rube chat in a few days! Now get some sleep, you will need it!",english,
0.0,Sabhi ko Eid Mubarak. #UttarPradesh IPS promotion hone ke baad Apar Police Adhikshak Kasganj Aditya Prakash Verma ne apni khushiyon ka izhaar parijano ke saath karte hue unhi se lagvaya badge. @kasganjpolice @Uppolice @IPS_Association @UPIPSASSO #PoliceReformNow #uppinnews #policemedianews https://t.co/rESrNGSZ2d,hindi,
1.0,All people do in my house is bitch,english,
1.0,He said that bitch look like a praying mantis tho ctfu,english,
0.0,"15. ""Covid-19 Vaccine: AstraZeneca ne Japan mein shuru kiya pehle aur doosre charan ka maanav pareekshan",hindi,
0.0,Uttar Pradesh: Agra ke Sikandra ilake mein ek chemical factory mein aag lagi hai. Ab tak kisi ke hatahate hone ki soochana nahi hai. https://t.co/MZveCrRppV,hindi,
1.0,RT @taysymonee: Some of you hoes got so much to say with so little&#128134;,english,
1.0,"Crank up a little hank, sit on the hood and drink, I'm about to get my redneck on",english,
1.0,"I don't get it. I'm either a pussy or troll. Where is the room for ""the truth"" and or ""my opinions on my TL""????? Social media fucked up.",english,
1.0,The most beautiful women be havin' the most retarded captions on their pics! Sh*t be extra dumb...,english,
0.0,"I've got saltine crackers and red wine here. Is it possible to DIY a communion? I, uh, haven't been to church in awhile. #tbtweets",english,
1.0,"RT @DezDLT: ""I play soccer, cheat on girls, and wear khaki coloured cargos"" haircut http://t.co/a1SDHBY8XT",english,
0.0,Kangana Ranaut aur Sanjay Raut ke beech pichle kafi samay se Twitter war chal rahi hai #KanganaRanaut https://t.co/IlCl8O6UVC,hindi,
1.0,Sadboy bitch we worldwidee,english,
0.0,"You can only say the word negro if it's attached to the word league. Then we're totally cool, guys.",english,
0.0,"""#COVID19VaccineUpdate: Corona vaccine sabse pehle kise milegi, jaanein- vishwak health visheshagyon ka tristariya plan""",hindi,
0.0,Suposhit Uttar Pradesh ke nirmaan ke liye 'Poshan Abhiyan' ko ek janaandolan ka swaroop dena hoga.,hindi,
0.0,"RT @firemunky: RIP Tom Foley
RIP Greg Sikorskey
RIP Charlie Anaya
RIP Wells Crowther
RIP Andy Fredericks",english,
1.0,@wild_luke_wild_ yeah wtf you aren't a pussy.,english,
1.0,katue saale bina lund ke,hindi,
1.0,"RT @JewJitsuGrl: @AdmiralAckbar3 @00_jackie @Darknight420 @allahthefairy &#128073; @TayyibN &#128072;
Bring it bitch http://t.co/g7Yq2cH9Uk",english,
0.0,"8. ""1. Agar aap bimar hain to aur apne kitanuon ko charon or failana nahi chahte hain to rangeen side ko bahar karke pehne, 2. Jab aap bimar nahi hain aur aap kitanuon ko andar aane se rokna chahte hain, to safed side (yeh filter part hai) ko bahar karke pehne."" - 1. If you are sick and do not want to spread your germs, wear the colored side outside, 2. When you are not sick and want to prevent germs from entering, wear the white side (the filter part) outside.",hindi,
0.0,"""Watch LIVE: Dekhein Prime Time Ravish Kumar ke saath... https://t.co/EBsW5lO1lU #Primetime #RavishKumar https://t.co/THXhzfvybp""",hindi,
1.0,RT @stephpaulus: I have yet to master the art of eating a powdered donut without looking like I just left Charlie Sheen's house.,english,
1.0,"RT @XANSHAWTY: U can eat all the pineapples you want 

Ur pussy still trash.",english,
1.0,add me on snapchat bitches @ erinblair,english,
1.0,&#8220;@_DEROOO: &#8220;@ViriDoesItt: How I lose this sweet..&#8221;you ain't lose it you hide it lmfao Viri tryna smoke that hoe to his self&#8221; &#128514;&#128514;&#128514; Boy...,english,
1.0,Craving brownies &#128553;&#128553;,english,
1.0,When your side bitch won't leave http://t.co/Gw00BnBzQr,english,
0.0,"Jaante ho mere bhaiyon,
Sabse mushkil kaam yahi hai,
Humare desh ke andar se,
Pakistaniyo ki pungi bajaana.
Agar man me ho dum,
Toh comment karo bhaiyo,
Modi, Modi me dum.",hindi,
1.0,Ima knock the pussy out like fight night. &#128074;&#128074;,english,
1.0,RT @Ilovebamf: @Savage_530 @Nutty_niff @shai_yaya nick when the men are talking sit your bitch as in the corner and listen to this grown fo&#8230;,english,
1.0,@LegsForDayyys fml both or half breed ex at the gym. Ugh,english,
1.0,"&#8220;@rocafella123 ""@waymoflydenu: If fleek in yo vocabulary you a faggot""&#8221;",english,
1.0,binaa lund ka baap n hota,hindi,
1.0,"@NYRKelsMads @DArkMEATHOOK 
Dat colored guy be braisin",english,
1.0,"#porn,#android,#iphone,#ipad,#sex,#xxx, | #HomeMade | Using my submissive bitch outdoor. Home made amateur http://t.co/Fu6AggzHQd",english,
1.0,"Kuch bail buddhi janmajat apradhiyon ko kitna bada pad mil jaaye ya Sansad jaisi pavitr jagah baithne ka mauka mil jaaye... karenge toh wahi jo galiyon mein karte phirte hain maarna, kootna, gaali dena.""",hindi,
1.0,"okay bitch
listen up this is important
,,,,,,,,
((ur eyebrows should not be a centimeter apart))
!!!!",english,
0.0,"Pradhanmantri Narendra Modi Lal Kile se mahilaon ke adhikaron ka nara lagate hain, Supreme Court Sushant Singh Rajput ki maut ke liye janch aadesh jari kar raha hai, lekin JNU chatra Najeeb lapata hai, uski maa salon se nyay ke liye cheekh rahi hai, Rohith ki maa Radhika Vemula ko insaaf kab?",hindi,
1.0,Why tf are girls still virgins ????????? We only got 2 months to live bitch you better throw that ass back,english,
1.0,RT @richiesuavee: &#8220;@ViriDoesItt: Kevin Hart make funny faces.. His curriculum kinda trash..&#8221; Curriculum? &#128514;&#128514;&#128514; http://t.co/zJJyRGcZ9Y,english,
1.0,"&#8220;@Jaime_915: @Thompson_Era @HannahAlisee null bruh they both alive thats hans bitch who died&#8221;

Oh well FBD &#128514;",english,
1.0,I dont mess with sneaky ppl nd they hoe intentions,english,
1.0,Gandu maa ki choot teri,hindi,
0.0,"Hamare diggaj sthaniya surfer Dane Jackson, urf surfer Dane hain, sthaniya logon ke ek chhote samuh mein se ek, jo sabse charam paristhitiyon mein bhi lek superior par surf kar sakte hain. Yeh din vaastav mein charam tha kyonki hawa ki thandi -30 degree thi. Main apni Jeraseem series ke liye footage capture kar raha tha aur lagbhag apne dayin haath par frostbite ho gayi saath-saath kinare par sawari karne ki koshish bhi kar raha tha. Unki baraf mein sunny daadi bheeshan thand ke baare mein sab batati hai. Yeh video Michigan ke Prince Isle Park mein, Superior Lake ke dakshini kinare par, Michigan ke shandar peninsula mein filmaaya gaya hai. Hamare jawan -5 minus degree mein bhi apna farz nibhate hain, aur hum aaram se so jaate hain, yeh apna watan bachate hain, Jai Hind Jai Bharat.",hindi,
1.0,@Maria_DeAmor bitch I told you to hit me when you got back,english,
1.0,RT @reidk_97: Flappy bird is dusty,english,
1.0,@That1guyJeff fuck you bitches.,english,
1.0,kutte k lund,hindi,
0.0,RT @Scoonz: remember when you got your crush's aim screenname and you felt all fuzzy inside and stared at your screen and figured out what &#8230;,english,
1.0,Stupid bitches. Fucking skanks. Dumb hoes.,english,
0.0,"16. ""Gold prices fell first and then rose sharply. Know the new price now. https://t.co/NArXSukX6g via @NavbharatTimes #GoldPrice #Gold https://t.co/MGeP1TKyK7""",hindi,
1.0,@SNAKEHAID @wsaleen15 @rducppp @2_Synnseer @rebelgirl2040 why ur profile a one armed nigger?,english,
1.0,I lied the fair isn't the only place Reno girls dress up like cowgirl sluts NITC hash tag bitches,english,
1.0,Stupid ass Alex. Scary little bitch. THROW IT!,english,
1.0,@youngblackbitch raspy ass voice annoying bitch???,english,
1.0,tu chut ka saudagar h kyaa,hindi,
1.0,"Ok, night night bitches",english,
1.0,This bitch tryna eat peanuts I'm tryna eat steak an shit bitch don't know nothing about grindin,english,
1.0,"Im wearin one of walmart jackets around walmart, is that ghetto? Lmao fuck it.",english,
0.0,#VALUE!,hindi,
1.0,RT @nateturnboy: You left prom camping first day cause you're a bitch boy.,english,
1.0,chlll aja lund pkd kr jhulja,hindi,
1.0,teri maa ka boba chusu,hindi,
0.0,&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514; RT @PushupSensei: McNair had brisket sizzlin on the grill when his side hoe laid the Uzi game down,english,
1.0,every time this bitch makes a status about guys she texts me like whatttt loll,english,
1.0,RT @_chrisssssyxo: Bad bitch give me head like lice .,english,
1.0,@MistressOfSham that area is a bitch regardless so I can imagine,english,
1.0,triple fudge brownie chunk ice cream #LifeChanging,english,
0.0,#NationalEducationPolicy sirf padhai-likhai ke taur tareekon mein badlaav laane ke liye nahi hai balki samajik aur arthik jeevan ko bhi nayi disha dene waali hai. Nayi Shiksha Neeti #AatmaNirbharBharat ke vision ko nayi disha degi: Pradhanmantri @narendramodi #NEP2020 https://t.co/ARmEyMjAEk,hindi,
1.0,gand marli tune to iski,hindi,
1.0,Randi baaj,hindi,
1.0,"don't follow me and unfollow me, you are retarded",english,
0.0,RT @rickygervais: Humans are genetically closer to chimps than chimps are to gorillas. But we are all apes. Have a great day you clever twe&#8230;,english,
1.0,RT @O3_Millz: &#8220;@1BookieG: @O3_Millz @xDSmooth idk who gave that bitch my name&#8221; idk who gave that bitch my name or number &#128530; Anti Captain Sav&#8230;,english,
1.0,@eanahS__ girl I been wanting them shit I been growing them hoes for bout 6months,english,
1.0,RT @digaveliavelife: Lol I be eatin da shit outta sum pussy. Ill never be a serial pussy eater tho.,english,
